Class;x min;y min;x max - x min;y max - ymin;Image name;Width;Height
6;695;18;59;128;20200626_121640a.jpg;800;177
3;68;42;62;139;20200626_121640b.jpg;859;239
5;139;38;62;138;20200626_121640b.jpg;859;239
6;209;41;63;136;20200626_121640b.jpg;859;239
9;277;41;66;136;20200626_121640b.jpg;859;239
0;347;43;66;132;20200626_121640b.jpg;859;239
h;509;68;98;98;20200626_121640b.jpg;859;239
6;698;40;72;134;20200626_121640b.jpg;859;239
5;22;5;38;80;20200626_121736a.jpg;445;132
6;65;8;36;80;20200626_121736a.jpg;445;132
1;109;11;23;77;20200626_121736a.jpg;445;132
7;145;11;35;81;20200626_121736a.jpg;445;132
5;186;15;35;82;20200626_121736a.jpg;445;132
a;290;20;23;83;20200626_121736a.jpg;445;132
7;383;30;37;80;20200626_121736a.jpg;445;132
5;48;59;50;87;20200626_121736b.jpg;519;259
6;95;66;40;84;20200626_121736b.jpg;519;259
1;139;69;31;80;20200626_121736b.jpg;519;259
7;174;71;38;83;20200626_121736b.jpg;519;259
5;214;71;47;86;20200626_121736b.jpg;519;259
a;314;80;44;85;20200626_121736b.jpg;519;259
7;414;90;40;80;20200626_121736b.jpg;519;259
5;28;42;51;110;20200626_121737a.jpg;613;172
6;85;39;50;110;20200626_121737a.jpg;613;172
1;145;39;34;109;20200626_121737a.jpg;613;172
7;194;33;48;112;20200626_121737a.jpg;613;172
5;252;29;49;113;20200626_121737a.jpg;613;172
a;400;18;25;117;20200626_121737a.jpg;613;172
7;529;13;50;113;20200626_121737a.jpg;613;172
5;59;88;48;115;20200626_121737b.jpg;679;259
6;113;86;52;114;20200626_121737b.jpg;679;259
1;173;81;43;116;20200626_121737b.jpg;679;259
7;222;81;55;115;20200626_121737b.jpg;679;259
5;279;76;56;118;20200626_121737b.jpg;679;259
a;418;71;50;117;20200626_121737b.jpg;679;259
7;545;63;73;115;20200626_121737b.jpg;679;259
6;10;15;41;68;20200626_121743a.jpg;430;103
5;51;15;37;69;20200626_121743a.jpg;430;103
4;87;16;41;68;20200626_121743a.jpg;430;103
3;128;17;36;69;20200626_121743a.jpg;430;103
7;164;17;40;69;20200626_121743a.jpg;430;103
h;269;35;44;46;20200626_121743a.jpg;430;103
6;378;27;41;67;20200626_121743a.jpg;430;103
6;44;75;43;71;20200626_121743b.jpg;499;199
5;84;74;40;79;20200626_121743b.jpg;499;199
4;121;77;42;76;20200626_121743b.jpg;499;199
3;162;75;40;80;20200626_121743b.jpg;499;199
7;201;77;41;76;20200626_121743b.jpg;499;199
h;308;91;41;55;20200626_121743b.jpg;499;199
6;412;84;41;77;20200626_121743b.jpg;499;199
6;13;25;60;101;20200626_121744a.jpg;632;217
5;74;31;55;101;20200626_121744a.jpg;632;217
4;129;41;60;103;20200626_121744a.jpg;632;217
3;188;44;61;105;20200626_121744a.jpg;632;217
7;248;50;59;108;20200626_121744a.jpg;632;217
h;400;87;65;75;20200626_121744a.jpg;632;217
6;560;92;57;99;20200626_121744a.jpg;632;217
6;76;63;61;105;20200626_121744b.jpg;769;289
5;134;65;57;105;20200626_121744b.jpg;769;289
4;189;73;59;115;20200626_121744b.jpg;769;289
3;250;79;58;108;20200626_121744b.jpg;769;289
7;307;88;68;109;20200626_121744b.jpg;769;289
h;462;122;76;83;20200626_121744b.jpg;769;289
6;615;124;69;110;20200626_121744b.jpg;769;289
6;46;55;21;32;20200626_121803a.jpg;135;176
0;5;116;19;28;20200626_121803a.jpg;135;176
2;24;109;20;31;20200626_121803a.jpg;135;176
2;45;104;20;31;20200626_121803a.jpg;135;176
2;65;98;19;31;20200626_121803a.jpg;135;176
1;84;91;18;30;20200626_121803a.jpg;135;176
1;104;85;19;31;20200626_121803a.jpg;135;176
6;106;52;18;33;20200626_121803b.jpg;269;199
0;65;110;17;33;20200626_121803b.jpg;269;199
2;84;105;19;36;20200626_121803b.jpg;269;199
2;104;100;19;33;20200626_121803b.jpg;269;199
2;124;94;21;36;20200626_121803b.jpg;269;199
1;143;87;18;34;20200626_121803b.jpg;269;199
1;163;82;18;32;20200626_121803b.jpg;269;199
6;65;87;29;41;20200626_121804a.jpg;196;283
0;14;175;26;42;20200626_121804a.jpg;196;283
2;39;164;29;43;20200626_121804a.jpg;196;283
2;68;155;28;45;20200626_121804a.jpg;196;283
2;96;144;27;44;20200626_121804a.jpg;196;283
1;122;133;26;44;20200626_121804a.jpg;196;283
1;150;124;28;42;20200626_121804a.jpg;196;283
6;115;83;32;47;20200626_121804b.jpg;319;269
0;67;173;27;43;20200626_121804b.jpg;319;269
2;93;164;32;46;20200626_121804b.jpg;319;269
2;121;152;27;48;20200626_121804b.jpg;319;269
2;149;141;30;51;20200626_121804b.jpg;319;269
1;177;129;25;46;20200626_121804b.jpg;319;269
1;205;120;26;49;20200626_121804b.jpg;319;269
5;38;215;62;80;20200626_121809a.jpg;670;362
9;95;207;66;76;20200626_121809a.jpg;670;362
7;156;184;59;83;20200626_121809a.jpg;670;362
4;221;171;66;77;20200626_121809a.jpg;670;362
0;286;155;61;81;20200626_121809a.jpg;670;362
1;348;136;57;82;20200626_121809a.jpg;670;362
w;427;94;108;100;20200626_121809a.jpg;670;362
w;536;66;110;99;20200626_121809a.jpg;670;362
5;62;246;70;93;20200626_121809b.jpg;749;409
9;127;229;64;91;20200626_121809b.jpg;749;409
7;184;210;68;95;20200626_121809b.jpg;749;409
4;252;196;67;91;20200626_121809b.jpg;749;409
0;315;184;63;94;20200626_121809b.jpg;749;409
1;379;163;56;93;20200626_121809b.jpg;749;409
w;449;125;116;107;20200626_121809b.jpg;749;409
w;566;96;109;108;20200626_121809b.jpg;749;409
5;15;14;20;34;20200626_121816a.jpg;242;73
9;35;15;21;34;20200626_121816a.jpg;242;73
7;57;15;21;35;20200626_121816a.jpg;242;73
4;80;16;23;35;20200626_121816a.jpg;242;73
0;104;16;21;34;20200626_121816a.jpg;242;73
1;128;16;16;34;20200626_121816a.jpg;242;73
w;156;16;39;36;20200626_121816a.jpg;242;73
w;195;17;41;33;20200626_121816a.jpg;242;73
5;80;54;21;41;20200626_121816b.jpg;409;159
9;102;54;22;41;20200626_121816b.jpg;409;159
7;124;55;24;39;20200626_121816b.jpg;409;159
4;147;54;25;42;20200626_121816b.jpg;409;159
0;171;53;24;42;20200626_121816b.jpg;409;159
1;195;52;21;45;20200626_121816b.jpg;409;159
w;221;57;42;40;20200626_121816b.jpg;409;159
w;263;54;44;42;20200626_121816b.jpg;409;159
2;85;46;72;160;20200626_121830a.jpg;951;220
3;157;46;72;158;20200626_121830a.jpg;951;220
4;231;43;70;160;20200626_121830a.jpg;951;220
5;305;40;68;165;20200626_121830a.jpg;951;220
1;386;38;45;166;20200626_121830a.jpg;951;220
waw;579;65;72;107;20200626_121830a.jpg;951;220
6;802;39;73;160;20200626_121830a.jpg;951;220
2;82;62;78;166;20200626_121830b.jpg;979;279
3;160;59;74;167;20200626_121830b.jpg;979;279
4;235;59;68;169;20200626_121830b.jpg;979;279
5;306;57;81;167;20200626_121830b.jpg;979;279
1;383;51;68;178;20200626_121830b.jpg;979;279
waw;576;66;87;134;20200626_121830b.jpg;979;279
6;801;49;78;176;20200626_121830b.jpg;979;279
5;59;28;53;85;20200626_121901a.jpg;494;132
0;114;30;52;81;20200626_121901a.jpg;494;132
8;170;26;50;84;20200626_121901a.jpg;494;132
5;219;24;50;84;20200626_121901a.jpg;494;132
5;107;65;56;85;20200626_121901b.jpg;579;179
0;165;58;52;90;20200626_121901b.jpg;579;179
8;216;60;53;87;20200626_121901b.jpg;579;179
5;269;56;50;89;20200626_121901b.jpg;579;179
5;112;35;79;132;20200626_121902a.jpg;800;194
0;197;33;79;133;20200626_121902a.jpg;800;194
8;286;32;77;133;20200626_121902a.jpg;800;194
5;369;30;80;136;20200626_121902a.jpg;800;194
5;190;27;86;146;20200626_121902b.jpg;959;249
0;280;30;79;139;20200626_121902b.jpg;959;249
8;366;25;79;146;20200626_121902b.jpg;959;249
5;450;27;79;143;20200626_121902b.jpg;959;249
2;71;37;55;110;20200626_122007(0)a.jpg;772;182
3;135;40;53;109;20200626_122007(0)a.jpg;772;182
0;193;42;50;109;20200626_122007(0)a.jpg;772;182
0;255;40;48;113;20200626_122007(0)a.jpg;772;182
8;315;47;51;110;20200626_122007(0)a.jpg;772;182
h;483;70;74;83;20200626_122007(0)a.jpg;772;182
1;677;54;33;109;20200626_122007(0)a.jpg;772;182
2;119;59;62;114;20200626_122007(0)b.jpg;879;229
3;184;59;58;119;20200626_122007(0)b.jpg;879;229
0;246;63;54;117;20200626_122007(0)b.jpg;879;229
0;306;67;57;111;20200626_122007(0)b.jpg;879;229
8;369;64;57;118;20200626_122007(0)b.jpg;879;229
h;520;92;96;93;20200626_122007(0)b.jpg;879;229
1;717;69;54;119;20200626_122007(0)b.jpg;879;229
2;47;28;39;77;20200626_122007a.jpg;539;156
3;91;32;34;78;20200626_122007a.jpg;539;156
0;131;33;36;81;20200626_122007a.jpg;539;156
0;174;38;35;78;20200626_122007a.jpg;539;156
8;214;38;37;81;20200626_122007a.jpg;539;156
h;331;55;53;64;20200626_122007a.jpg;539;156
1;468;52;23;81;20200626_122007a.jpg;539;156
2;86;75;40;87;20200626_122007b.jpg;629;249
3;131;82;39;82;20200626_122007b.jpg;629;249
0;169;84;39;83;20200626_122007b.jpg;629;249
0;212;88;40;84;20200626_122007b.jpg;629;249
8;253;91;42;84;20200626_122007b.jpg;629;249
h;370;102;56;76;20200626_122007b.jpg;629;249
1;507;103;31;89;20200626_122007b.jpg;629;249
9;13;10;28;48;20200626_122047a.jpg;316;81
3;44;12;27;48;20200626_122047a.jpg;316;81
0;74;12;26;48;20200626_122047a.jpg;316;81
0;103;12;27;48;20200626_122047a.jpg;316;81
9;133;13;27;47;20200626_122047a.jpg;316;81
b;193;28;47;38;20200626_122047a.jpg;316;81
8;272;15;28;48;20200626_122047a.jpg;316;81
9;54;65;28;49;20200626_122047b.jpg;419;159
3;83;66;28;49;20200626_122047b.jpg;419;159
0;112;67;30;51;20200626_122047b.jpg;419;159
0;143;67;28;51;20200626_122047b.jpg;419;159
9;173;65;29;53;20200626_122047b.jpg;419;159
b;229;84;54;39;20200626_122047b.jpg;419;159
8;311;68;30;53;20200626_122047b.jpg;419;159
9;27;19;54;97;20200626_122050a.jpg;637;161
3;88;19;53;95;20200626_122050a.jpg;637;161
0;149;20;52;97;20200626_122050a.jpg;637;161
0;209;22;54;96;20200626_122050a.jpg;637;161
9;270;22;54;96;20200626_122050a.jpg;637;161
b;391;50;95;77;20200626_122050a.jpg;637;161
8;554;22;53;99;20200626_122050a.jpg;637;161
9;39;76;57;109;20200626_122050b.jpg;689;249
3;99;74;60;109;20200626_122050b.jpg;689;249
0;162;77;58;105;20200626_122050b.jpg;689;249
0;220;75;60;109;20200626_122050b.jpg;689;249
9;281;81;64;101;20200626_122050b.jpg;689;249
b;402;95;102;96;20200626_122050b.jpg;689;249
8;564;82;60;108;20200626_122050b.jpg;689;249
1;27;11;14;46;20200626_122110a.jpg;273;65
6;46;11;19;46;20200626_122110a.jpg;273;65
6;68;12;18;45;20200626_122110a.jpg;273;65
1;90;11;12;46;20200626_122110a.jpg;273;65
waw;159;14;24;34;20200626_122110a.jpg;273;65
6;234;8;20;47;20200626_122110a.jpg;273;65
1;60;46;20;50;20200626_122110b.jpg;349;129
6;81;46;22;49;20200626_122110b.jpg;349;129
6;103;46;22;48;20200626_122110b.jpg;349;129
1;125;46;17;50;20200626_122110b.jpg;349;129
waw;194;49;29;38;20200626_122110b.jpg;349;129
6;268;43;25;50;20200626_122110b.jpg;349;129
7;22;154;45;102;20200626_122114a.jpg;571;275
2;70;147;54;96;20200626_122114a.jpg;571;275
5;114;134;53;100;20200626_122114a.jpg;571;275
6;162;124;51;102;20200626_122114a.jpg;571;275
4;213;115;44;99;20200626_122114a.jpg;571;275
h;354;98;51;67;20200626_122114a.jpg;571;275
6;471;53;49;98;20200626_122114a.jpg;571;275
7;60;173;46;106;20200626_122114b.jpg;619;299
2;109;161;57;107;20200626_122114b.jpg;619;299
5;153;149;58;113;20200626_122114b.jpg;619;299
6;201;140;50;107;20200626_122114b.jpg;619;299
4;254;133;47;103;20200626_122114b.jpg;619;299
h;388;118;54;70;20200626_122114b.jpg;619;299
6;510;71;52;104;20200626_122114b.jpg;619;299
6;98;80;29;49;20200626_122121a.jpg;229;273
0;31;166;28;48;20200626_122121a.jpg;229;273
1;63;160;24;49;20200626_122121a.jpg;229;273
2;90;157;33;49;20200626_122121a.jpg;229;273
0;124;151;26;48;20200626_122121a.jpg;229;273
6;153;145;29;49;20200626_122121a.jpg;229;273
8;184;142;31;50;20200626_122121a.jpg;229;273
6;163;95;41;56;20200626_122121b.jpg;369;319
0;97;184;32;49;20200626_122121b.jpg;369;319
1;132;176;26;54;20200626_122121b.jpg;369;319
2;159;170;32;58;20200626_122121b.jpg;369;319
0;191;166;30;56;20200626_122121b.jpg;369;319
6;222;161;33;53;20200626_122121b.jpg;369;319
8;254;155;30;58;20200626_122121b.jpg;369;319
6;111;53;42;68;20200626_122122a.jpg;292;333
0;35;180;38;66;20200626_122122a.jpg;292;333
1;77;167;33;67;20200626_122122a.jpg;292;333
2;111;160;42;67;20200626_122122a.jpg;292;333
0;153;147;39;68;20200626_122122a.jpg;292;333
6;192;137;42;67;20200626_122122a.jpg;292;333
8;234;126;43;67;20200626_122122a.jpg;292;333
6;163;117;53;76;20200626_122122b.jpg;389;349
0;88;245;42;71;20200626_122122b.jpg;389;349
1;129;232;37;77;20200626_122122b.jpg;389;349
2;167;224;44;74;20200626_122122b.jpg;389;349
0;209;211;40;73;20200626_122122b.jpg;389;349
6;249;199;41;76;20200626_122122b.jpg;389;349
8;290;189;43;81;20200626_122122b.jpg;389;349
6;31;16;26;57;20200626_122203a.jpg;379;121
7;64;17;25;58;20200626_122203a.jpg;379;121
8;97;21;27;59;20200626_122203a.jpg;379;121
7;131;23;27;59;20200626_122203a.jpg;379;121
9;164;26;25;58;20200626_122203a.jpg;379;121
h;240;45;32;35;20200626_122203a.jpg;379;121
6;329;41;28;59;20200626_122203a.jpg;379;121
6;81;71;28;63;20200626_122203b.jpg;489;229
7;115;74;28;63;20200626_122203b.jpg;489;229
8;146;76;29;65;20200626_122203b.jpg;489;229
7;180;79;30;63;20200626_122203b.jpg;489;229
9;212;81;33;67;20200626_122203b.jpg;489;229
h;288;99;38;46;20200626_122203b.jpg;489;229
6;378;96;30;63;20200626_122203b.jpg;489;229
6;37;29;46;109;20200626_122205a.jpg;702;182
7;96;33;50;111;20200626_122205a.jpg;702;182
8;162;38;46;107;20200626_122205a.jpg;702;182
7;225;39;48;111;20200626_122205a.jpg;702;182
9;291;43;45;113;20200626_122205a.jpg;702;182
h;431;69;62;71;20200626_122205a.jpg;702;182
6;603;53;50;113;20200626_122205a.jpg;702;182
6;103;58;53;110;20200626_122205b.jpg;849;259
7;165;62;54;113;20200626_122205b.jpg;849;259
8;230;61;51;119;20200626_122205b.jpg;849;259
7;294;67;53;110;20200626_122205b.jpg;849;259
9;354;63;55;125;20200626_122205b.jpg;849;259
h;496;87;71;84;20200626_122205b.jpg;849;259
6;667;76;61;121;20200626_122205b.jpg;849;259
4;15;82;53;83;20200626_122302a.jpg;551;185
9;73;79;50;79;20200626_122302a.jpg;551;185
5;128;73;48;80;20200626_122302a.jpg;551;185
2;185;69;47;81;20200626_122302a.jpg;551;185
3;239;62;49;83;20200626_122302a.jpg;551;185
h;342;56;84;66;20200626_122302a.jpg;551;185
6;488;24;47;77;20200626_122302a.jpg;551;185
4;26;94;52;90;20200626_122302b.jpg;559;229
9;80;88;53;89;20200626_122302b.jpg;559;229
5;138;84;49;87;20200626_122302b.jpg;559;229
2;194;79;51;90;20200626_122302b.jpg;559;229
3;250;72;56;90;20200626_122302b.jpg;559;229
h;340;66;110;72;20200626_122302b.jpg;559;229
6;497;36;49;83;20200626_122302b.jpg;559;229
4;16;127;67;104;20200626_122304a.jpg;724;255
9;86;120;71;105;20200626_122304a.jpg;724;255
5;157;108;71;108;20200626_122304a.jpg;724;255
2;234;103;72;107;20200626_122304a.jpg;724;255
3;307;93;71;105;20200626_122304a.jpg;724;255
h;449;76;113;88;20200626_122304a.jpg;724;255
6;640;25;66;105;20200626_122304a.jpg;724;255
4;45;135;79;115;20200626_122304b.jpg;839;299
9;125;126;72;114;20200626_122304b.jpg;839;299
5;196;117;72;114;20200626_122304b.jpg;839;299
2;271;109;72;116;20200626_122304b.jpg;839;299
3;345;99;74;114;20200626_122304b.jpg;839;299
h;483;84;123;94;20200626_122304b.jpg;839;299
6;678;26;71;119;20200626_122304b.jpg;839;299
2;35;28;41;84;20200626_122310a.jpg;515;124
5;75;25;39;86;20200626_122310a.jpg;515;124
3;114;25;37;85;20200626_122310a.jpg;515;124
2;153;25;40;83;20200626_122310a.jpg;515;124
9;192;24;41;83;20200626_122310a.jpg;515;124
waw;311;30;43;62;20200626_122310a.jpg;515;124
6;434;13;39;89;20200626_122310a.jpg;515;124
2;65;66;44;87;20200626_122310b.jpg;569;209
5;106;62;40;94;20200626_122310b.jpg;569;209
3;145;63;39;90;20200626_122310b.jpg;569;209
2;185;61;39;93;20200626_122310b.jpg;569;209
9;225;60;39;89;20200626_122310b.jpg;569;209
waw;337;65;50;72;20200626_122310b.jpg;569;209
6;462;53;46;91;20200626_122310b.jpg;569;209
2;45;28;56;116;20200626_122311a.jpg;710;156
5;100;27;52;117;20200626_122311a.jpg;710;156
3;152;27;55;115;20200626_122311a.jpg;710;156
2;208;26;55;119;20200626_122311a.jpg;710;156
9;262;28;59;114;20200626_122311a.jpg;710;156
waw;426;37;59;85;20200626_122311a.jpg;710;156
6;596;16;54;118;20200626_122311a.jpg;710;156
2;66;47;57;125;20200626_122311b.jpg;789;219
5;125;45;54;126;20200626_122311b.jpg;789;219
3;179;48;52;120;20200626_122311b.jpg;789;219
2;234;47;52;122;20200626_122311b.jpg;789;219
9;286;44;61;125;20200626_122311b.jpg;789;219
waw;449;54;62;94;20200626_122311b.jpg;789;219
6;619;36;57;118;20200626_122311b.jpg;789;219
8;9;12;8;14;20200626_122436___ADD_1a.jpg;84;30
2;16;11;8;15;20200626_122436___ADD_1a.jpg;84;30
1;24;11;6;14;20200626_122436___ADD_1a.jpg;84;30
5;30;10;8;14;20200626_122436___ADD_1a.jpg;84;30
9;37;9;8;15;20200626_122436___ADD_1a.jpg;84;30
b;50;11;12;9;20200626_122436___ADD_1a.jpg;84;30
8;71;6;9;15;20200626_122436___ADD_1a.jpg;84;30
1;17;22;10;32;20200626_122436a.jpg;221;57
9;29;21;17;33;20200626_122436a.jpg;221;57
3;46;19;17;32;20200626_122436a.jpg;221;57
7;62;18;15;33;20200626_122436a.jpg;221;57
1;81;16;12;34;20200626_122436a.jpg;221;57
waw;127;21;22;24;20200626_122436a.jpg;221;57
6;182;9;18;34;20200626_122436a.jpg;221;57
1;41;51;12;35;20200626_122436b.jpg;269;119
9;54;50;17;35;20200626_122436b.jpg;269;119
3;71;48;15;36;20200626_122436b.jpg;269;119
7;87;48;18;37;20200626_122436b.jpg;269;119
1;106;47;14;37;20200626_122436b.jpg;269;119
waw;149;48;28;30;20200626_122436b.jpg;269;119
6;207;40;20;35;20200626_122436b.jpg;269;119
1;37;40;39;94;20200626_122439a.jpg;613;158
9;74;37;49;92;20200626_122439a.jpg;613;158
3;122;35;46;92;20200626_122439a.jpg;613;158
7;167;32;45;95;20200626_122439a.jpg;613;158
1;226;32;38;95;20200626_122439a.jpg;613;158
waw;359;46;67;70;20200626_122439a.jpg;613;158
6;518;21;52;93;20200626_122439a.jpg;613;158
1;90;56;37;100;20200626_122439b.jpg;699;189
9;133;55;47;99;20200626_122439b.jpg;699;189
3;178;52;48;99;20200626_122439b.jpg;699;189
7;226;49;47;102;20200626_122439b.jpg;699;189
1;280;45;37;104;20200626_122439b.jpg;699;189
waw;405;65;80;78;20200626_122439b.jpg;699;189
6;576;36;51;102;20200626_122439b.jpg;699;189
5;52;67;50;70;20200626_122521a.jpg;420;161
0;101;60;45;71;20200626_122521a.jpg;420;161
8;147;53;45;72;20200626_122521a.jpg;420;161
5;190;44;47;72;20200626_122521a.jpg;420;161
5;105;116;50;75;20200626_122521b.jpg;569;239
0;156;110;44;75;20200626_122521b.jpg;569;239
8;201;101;46;76;20200626_122521b.jpg;569;239
5;245;94;49;75;20200626_122521b.jpg;569;239
5;129;89;94;117;20200626_122523a.jpg;871;244
0;229;85;90;119;20200626_122523a.jpg;871;244
8;319;79;93;120;20200626_122523a.jpg;871;244
5;410;68;91;121;20200626_122523a.jpg;871;244
5;194;89;102;122;20200626_122523b.jpg;1059;269
0;298;85;83;125;20200626_122523b.jpg;1059;269
8;390;74;87;133;20200626_122523b.jpg;1059;269
5;481;70;97;127;20200626_122523b.jpg;1059;269
1;81;53;41;98;20200627_164931b.jpg;659;169
0;121;48;46;100;20200627_164931b.jpg;659;169
6;165;50;48;97;20200627_164931b.jpg;659;169
3;208;50;49;99;20200627_164931b.jpg;659;169
2;251;46;50;101;20200627_164931b.jpg;659;169
h;384;59;63;68;20200627_164931b.jpg;659;169
6;529;36;56;99;20200627_164931b.jpg;659;169
5;108;110;57;75;20200627_164937b.jpg;699;249
3;160;101;47;80;20200627_164937b.jpg;699;249
0;207;94;48;77;20200627_164937b.jpg;699;249
3;260;83;49;87;20200627_164937b.jpg;699;249
1;308;76;42;79;20200627_164937b.jpg;699;249
2;352;67;59;82;20200627_164937b.jpg;699;249
w;413;49;84;87;20200627_164937b.jpg;699;249
w;498;40;84;82;20200627_164937b.jpg;699;249
5;28;98;55;81;20200627_164938b.jpg;609;239
3;82;92;53;88;20200627_164938b.jpg;609;239
0;137;90;52;87;20200627_164938b.jpg;609;239
3;190;87;57;85;20200627_164938b.jpg;609;239
1;249;84;49;86;20200627_164938b.jpg;609;239
2;299;86;61;77;20200627_164938b.jpg;609;239
w;373;82;95;79;20200627_164938b.jpg;609;239
w;468;75;97;83;20200627_164938b.jpg;609;239
4;64;65;78;141;20200628_163504b.jpg;959;279
6;141;69;83;137;20200628_163504b.jpg;959;279
0;228;70;79;136;20200628_163504b.jpg;959;279
0;307;76;72;139;20200628_163504b.jpg;959;279
5;385;73;78;143;20200628_163504b.jpg;959;279
h;536;104;141;103;20200628_163504b.jpg;959;279
6;769;83;78;132;20200628_163504b.jpg;959;279
4;49;64;86;141;20200628_163505b.jpg;929;259
6;136;62;78;143;20200628_163505b.jpg;929;259
0;218;62;81;141;20200628_163505b.jpg;929;259
0;307;64;81;140;20200628_163505b.jpg;929;259
5;386;62;85;143;20200628_163505b.jpg;929;259
h;543;80;145;129;20200628_163505b.jpg;929;259
6;781;71;88;138;20200628_163505b.jpg;929;259
7;109;65;48;128;20200628_163541b.jpg;819;259
0;161;75;52;116;20200628_163541b.jpg;819;259
9;216;76;50;122;20200628_163541b.jpg;819;259
6;271;79;54;116;20200628_163541b.jpg;819;259
h;461;109;91;70;20200628_163541b.jpg;819;259
6;651;86;75;143;20200628_163541b.jpg;819;259
7;141;109;83;178;20200628_163542b.jpg;1229;429
0;236;118;78;172;20200628_163542b.jpg;1229;429
9;319;122;82;170;20200628_163542b.jpg;1229;429
6;410;118;85;183;20200628_163542b.jpg;1229;429
h;714;164;118;116;20200628_163542b.jpg;1229;429
6;1004;146;103;189;20200628_163542b.jpg;1229;429
2;116;141;106;199;20200628_163552b.jpg;1379;409
0;216;135;106;199;20200628_163552b.jpg;1379;409
1;329;125;71;201;20200628_163552b.jpg;1379;409
0;411;119;102;209;20200628_163552b.jpg;1379;409
8;523;113;85;222;20200628_163552b.jpg;1379;409
a;793;99;94;220;20200628_163552b.jpg;1379;409
7;1066;84;104;207;20200628_163552b.jpg;1379;409
3;1167;74;116;216;20200628_163552b.jpg;1379;409
8;51;26;31;67;20200628_163657b.jpg;389;139
4;84;29;29;65;20200628_163657b.jpg;389;139
8;116;29;29;67;20200628_163657b.jpg;389;139
1;146;32;26;66;20200628_163657b.jpg;389;139
a;235;36;19;67;20200628_163657b.jpg;389;139
9;307;40;35;68;20200628_163657b.jpg;389;139
2;91;17;43;103;20200628_163700b.jpg;679;209
2;134;20;50;101;20200628_163700b.jpg;679;209
6;176;25;44;104;20200628_163700b.jpg;679;209
3;219;30;48;102;20200628_163700b.jpg;679;209
7;265;37;45;97;20200628_163700b.jpg;679;209
a;412;54;37;93;20200628_163700b.jpg;679;209
9;554;68;54;104;20200628_163700b.jpg;679;209
2;62;62;60;127;20200628_163701b.jpg;829;329
2;125;72;56;123;20200628_163701b.jpg;829;329
6;180;79;56;123;20200628_163701b.jpg;829;329
3;237;83;60;126;20200628_163701b.jpg;829;329
7;295;90;68;123;20200628_163701b.jpg;829;329
a;488;108;50;123;20200628_163701b.jpg;829;329
9;665;124;75;128;20200628_163701b.jpg;829;329
2;69;54;79;152;20200628_163711b.jpg;939;269
5;150;57;65;148;20200628_163711b.jpg;939;269
4;216;67;65;145;20200628_163711b.jpg;939;269
0;284;75;62;141;20200628_163711b.jpg;939;269
3;346;79;68;144;20200628_163711b.jpg;939;269
a;555;96;80;134;20200628_163711b.jpg;939;269
9;740;104;75;143;20200628_163711b.jpg;939;269
6;36;54;35;64;20200628_163738b.jpg;419;169
7;72;54;36;67;20200628_163738b.jpg;419;169
2;108;57;36;65;20200628_163738b.jpg;419;169
9;145;62;34;62;20200628_163738b.jpg;419;169
9;179;65;37;66;20200628_163738b.jpg;419;169
h;256;78;41;55;20200628_163738b.jpg;419;169
1;333;76;41;66;20200628_163738b.jpg;419;169
6;44;32;71;123;20200628_163739b.jpg;739;189
7;117;30;66;130;20200628_163739b.jpg;739;189
2;186;31;60;121;20200628_163739b.jpg;739;189
9;251;28;64;125;20200628_163739b.jpg;739;189
9;316;29;69;122;20200628_163739b.jpg;739;189
h;467;42;70;101;20200628_163739b.jpg;739;189
1;605;21;73;128;20200628_163739b.jpg;739;189
1;76;42;31;64;20200628_163826b.jpg;479;139
4;112;39;28;67;20200628_163826b.jpg;479;139
3;137;35;29;69;20200628_163826b.jpg;479;139
3;166;33;28;68;20200628_163826b.jpg;479;139
5;194;31;30;70;20200628_163826b.jpg;479;139
b;270;45;54;47;20200628_163826b.jpg;479;139
8;359;22;32;66;20200628_163826b.jpg;479;139
8;87;113;64;107;20200628_163851b.jpg;809;259
8;152;108;56;104;20200628_163851b.jpg;809;259
6;206;98;58;109;20200628_163851b.jpg;809;259
2;265;91;62;112;20200628_163851b.jpg;809;259
1;329;88;44;104;20200628_163851b.jpg;809;259
a;476;67;54;110;20200628_163851b.jpg;809;259
4;629;47;61;110;20200628_163851b.jpg;809;259
0;693;42;55;115;20200628_163851b.jpg;809;259
2;173;206;196;344;20200628_163900b.jpg;2138;689
9;341;196;173;353;20200628_163900b.jpg;2138;689
0;492;187;180;350;20200628_163900b.jpg;2138;689
5;643;171;196;366;20200628_163900b.jpg;2138;689
h;1183;181;233;262;20200628_163900b.jpg;2138;689
6;1804;92;173;347;20200628_163900b.jpg;2138;689
3;166;145;140;281;20200628_163908b.jpg;1729;469
7;293;132;133;296;20200628_163908b.jpg;1729;469
1;431;125;92;293;20200628_163908b.jpg;1729;469
7;541;122;128;298;20200628_163908b.jpg;1729;469
1;686;120;105;286;20200628_163908b.jpg;1729;469
waw;1076;138;153;237;20200628_163908b.jpg;1729;469
6;1428;94;140;306;20200628_163908b.jpg;1729;469
9;110;85;153;313;20200628_163911b.jpg;1619;709
7;258;99;141;306;20200628_163911b.jpg;1619;709
6;389;125;148;306;20200628_163911b.jpg;1619;709
1;547;135;131;332;20200628_163911b.jpg;1619;709
1;683;163;110;320;20200628_163911b.jpg;1619;709
h;881;216;215;267;20200628_163911b.jpg;1619;709
